table_name|cols
horilla_views_togglecolumn|id:bigint, created_at:timestamp with time zone, is_active:boolean, path:character varying, excluded_columns:jsonb, created_by_id:integer, modified_by_id:integer, user_id_id:integer
leave_availableleave|id:bigint, created_at:timestamp with time zone, is_active:boolean, available_days:double precision, carryforward_days:double precision, total_leave_days:double precision, assigned_date:date, reset_date:date, expired_date:date, created_by_id:integer, employee_id_id:bigint, leave_type_id_id:bigint, modified_by_id:integer
leave_companyleave|id:bigint, created_at:timestamp with time zone, is_active:boolean, based_on_week:character varying, based_on_week_day:character varying, company_id_id:bigint, created_by_id:integer, modified_by_id:integer
leave_compensatoryleaverequest|id:bigint, created_at:timestamp with time zone, is_active:boolean, requested_days:double precision, requested_date:date, description:text, status:character varying, reject_reason:text, created_by_id:integer, employee_id_id:bigint, leave_type_id_id:bigint, modified_by_id:integer
leave_compensatoryleaverequest_attendance_id|id:bigint, compensatoryleaverequest_id:bigint, attendance_id:bigint
leave_compensatoryleaverequestcomment|id:bigint, created_at:timestamp with time zone, is_active:boolean, comment:text, created_by_id:integer, employee_id_id:bigint, modified_by_id:integer, request_id_id:bigint
leave_compensatoryleaverequestcomment_files|id:bigint, compensatoryleaverequestcomment_id:bigint, leaverequestfile_id:bigint
leave_employeepastleaverestrict|id:bigint, created_at:timestamp with time zone, is_active:boolean, enabled:boolean, created_by_id:integer, modified_by_id:integer
leave_historicalavailableleave|id:bigint, created_at:timestamp with time zone, is_active:boolean, history_title:character varying, history_description:text, history_highlight:boolean, available_days:double precision, carryforward_days:double precision, total_leave_days:double precision, assigned_date:date, reset_date:date, expired_date:date, history_id:integer, history_date:timestamp with time zone, history_change_reason:character varying, history_type:character varying, created_by_id:integer, employee_id_id:bigint, history_relation_id:bigint, history_user_id:integer, leave_type_id_id:bigint, modified_by_id:integer
leave_historicalavailableleave_history_tags|id:bigint, historicalavailableleave_id:integer, audittag_id:bigint
leave_historicalcompensatoryleaverequest|id:bigint, created_at:timestamp with time zone, is_active:boolean, history_title:character varying, history_description:text, history_highlight:boolean, requested_days:double precision, requested_date:date, description:text, status:character varying, reject_reason:text, history_id:integer, history_date:timestamp with time zone, history_change_reason:character varying, history_type:character varying, created_by_id:integer, employee_id_id:bigint, history_relation_id:bigint, history_user_id:integer, leave_type_id_id:bigint, modified_by_id:integer
leave_historicalcompensatoryleaverequest_history_tags|id:bigint, historicalcompensatoryleaverequest_id:integer, audittag_id:bigint
leave_historicalleaveallocationrequest|id:bigint, created_at:timestamp with time zone, is_active:boolean, history_title:character varying, history_description:text, history_highlight:boolean, requested_days:double precision, requested_date:date, description:text, attachment:text, status:character varying, reject_reason:text, history_id:integer, history_date:timestamp with time zone, history_change_reason:character varying, history_type:character varying, created_by_id:integer, employee_id_id:bigint, history_relation_id:bigint, history_user_id:integer, leave_type_id_id:bigint, modified_by_id:integer
leave_historicalleaveallocationrequest_history_tags|id:bigint, historicalleaveallocationrequest_id:integer, audittag_id:bigint
leave_historicalleaverequest|id:bigint, created_at:timestamp with time zone, is_active:boolean, history_title:character varying, history_description:text, history_highlight:boolean, start_date:date, start_date_breakdown:character varying, end_date:date, end_date_breakdown:character varying, requested_days:double precision, leave_clashes_count:integer, description:text, attachment:text, status:character varying, requested_date:date, approved_available_days:double precision, approved_carryforward_days:double precision, reject_reason:text, history_id:integer, history_date:timestamp with time zone, history_change_reason:character varying, history_type:character varying, created_by_id:bigint, employee_id_id:bigint, history_relation_id:bigint, history_user_id:integer, leave_type_id_id:bigint, modified_by_id:integer
leave_historicalleaverequest_history_tags|id:bigint, historicalleaverequest_id:integer, audittag_id:bigint
leave_holiday|id:bigint, created_at:timestamp with time zone, is_active:boolean, name:character varying, start_date:date, end_date:date, recurring:boolean, company_id_id:bigint, created_by_id:integer, modified_by_id:integer
leave_leaveallocationrequest|id:bigint, created_at:timestamp with time zone, is_active:boolean, requested_days:double precision, requested_date:date, description:text, attachment:character varying, status:character varying, reject_reason:text, created_by_id:integer, employee_id_id:bigint, leave_type_id_id:bigint, modified_by_id:integer
leave_leaveallocationrequestcomment|id:bigint, created_at:timestamp with time zone, is_active:boolean, comment:text, created_by_id:integer, employee_id_id:bigint, modified_by_id:integer, request_id_id:bigint
leave_leaveallocationrequestcomment_files|id:bigint, leaveallocationrequestcomment_id:bigint, leaverequestfile_id:bigint
leave_leavegeneralsetting|id:bigint, created_at:timestamp with time zone, is_active:boolean, compensatory_leave:boolean, company_id_id:bigint, created_by_id:integer, modified_by_id:integer
leave_leaverequest|id:bigint, created_at:timestamp with time zone, is_active:boolean, start_date:date, start_date_breakdown:character varying, end_date:date, end_date_breakdown:character varying, requested_days:double precision, leave_clashes_count:integer, description:text, attachment:character varying, status:character varying, requested_date:date, approved_available_days:double precision, approved_carryforward_days:double precision, reject_reason:text, created_by_id:bigint, employee_id_id:bigint, leave_type_id_id:bigint, modified_by_id:integer
leave_leaverequestcomment|id:bigint, created_at:timestamp with time zone, is_active:boolean, comment:text, created_by_id:integer, employee_id_id:bigint, modified_by_id:integer, request_id_id:bigint
leave_leaverequestcomment_files|id:bigint, leaverequestcomment_id:bigint, leaverequestfile_id:bigint
leave_leaverequestconditionapproval|id:bigint, sequence:integer, is_approved:boolean, is_rejected:boolean, leave_request_id_id:bigint, manager_id_id:bigint
leave_leaverequestfile|id:bigint, file:character varying
leave_leavetype|id:bigint, created_at:timestamp with time zone, is_active:boolean, icon:character varying, name:character varying, color:character varying, payment:character varying, count:double precision, period_in:character varying, limit_leave:boolean, total_days:double precision, reset:boolean, is_encashable:boolean, reset_based:character varying, reset_month:character varying, reset_day:character varying, reset_weekend:character varying, carryforward_type:character varying, carryforward_max:double precision, carryforward_expire_in:integer, carryforward_expire_period:character varying, carryforward_expire_date:date, require_approval:character varying, require_attachment:character varying, exclude_company_leave:character varying, exclude_holiday:character varying, is_compensatory_leave:boolean, company_id_id:bigint, created_by_id:integer, modified_by_id:integer
leave_overrideleaverequests|leaverequest_ptr_id:bigint
leave_restrictleave|id:bigint, created_at:timestamp with time zone, is_active:boolean, title:character varying, start_date:date, end_date:date, include_all:boolean, description:text, company_id_id:bigint, created_by_id:integer, department_id:bigint, modified_by_id:integer
leave_restrictleave_exclued_leave_types|id:bigint, restrictleave_id:bigint, leavetype_id:bigint
leave_restrictleave_job_position|id:bigint, restrictleave_id:bigint, jobposition_id:bigint
leave_restrictleave_spesific_leave_types|id:bigint, restrictleave_id:bigint, leavetype_id:bigint
notifications_notification|id:integer, level:character varying, unread:boolean, actor_object_id:character varying, verb:character varying, description:text, target_object_id:character varying, action_object_object_id:character varying, timestamp:timestamp with time zone, public:boolean, deleted:boolean, emailed:boolean, data:jsonb, verb_en:character varying, verb_ar:character varying, verb_de:character varying, verb_es:character varying, verb_fr:character varying, action_object_content_type_id:integer, actor_content_type_id:integer, recipient_id:integer, target_content_type_id:integer
offboarding_employeetask|id:bigint, created_at:timestamp with time zone, is_active:boolean, status:character varying, description:text, created_by_id:integer, employee_id_id:bigint, modified_by_id:integer, task_id_id:bigint
offboarding_exitreason|id:bigint, created_at:timestamp with time zone, is_active:boolean, title:character varying, description:text, created_by_id:integer, modified_by_id:integer, offboarding_employee_id_id:bigint
offboarding_exitreason_attachments|id:bigint, exitreason_id:bigint, offboardingstagemultiplefile_id:bigint
offboarding_historicalemployeetask|id:bigint, created_at:timestamp with time zone, is_active:boolean, history_title:character varying, history_description:text, history_highlight:boolean, status:character varying, description:text, history_id:integer, history_date:timestamp with time zone, history_change_reason:character varying, history_type:character varying, created_by_id:integer, employee_id_id:bigint, history_relation_id:bigint, history_user_id:integer, modified_by_id:integer, task_id_id:bigint
offboarding_historicalemployeetask_history_tags|id:bigint, historicalemployeetask_id:integer, audittag_id:bigint
offboarding_offboarding|id:bigint, created_at:timestamp with time zone, is_active:boolean, title:character varying, description:text, status:character varying, company_id_id:bigint, created_by_id:integer, modified_by_id:integer
offboarding_offboarding_managers|id:bigint, offboarding_id:bigint, employee_id:bigint
offboarding_offboardingemployee|id:bigint, created_at:timestamp with time zone, is_active:boolean, notice_period:integer, unit:character varying, notice_period_starts:date, notice_period_ends:date, created_by_id:integer, employee_id_id:bigint, modified_by_id:integer, stage_id_id:bigint
offboarding_offboardinggeneralsetting|id:bigint, created_at:timestamp with time zone, is_active:boolean, resignation_request:boolean, company_id_id:bigint, created_by_id:integer, modified_by_id:integer
offboarding_offboardingnote|id:bigint, created_at:timestamp with time zone, is_active:boolean, description:text, created_by_id:integer, employee_id_id:bigint, modified_by_id:integer, note_by_id:bigint, stage_id_id:bigint
offboarding_offboardingnote_attachments|id:bigint, offboardingnote_id:bigint, offboardingstagemultiplefile_id:bigint
offboarding_offboardingstage|id:bigint, created_at:timestamp with time zone, is_active:boolean, title:character varying, type:character varying, sequence:integer, created_by_id:integer, modified_by_id:integer, offboarding_id_id:bigint
offboarding_offboardingstage_managers|id:bigint, offboardingstage_id:bigint, employee_id:bigint
offboarding_offboardingstagemultiplefile|id:bigint, created_at:timestamp with time zone, is_active:boolean, attachment:character varying, created_by_id:integer, modified_by_id:integer
offboarding_offboardingtask|id:bigint, created_at:timestamp with time zone, is_active:boolean, title:character varying, created_by_id:integer, modified_by_id:integer, stage_id_id:bigint
offboarding_offboardingtask_managers|id:bigint, offboardingtask_id:bigint, employee_id:bigint
offboarding_resignationletter|id:bigint, created_at:timestamp with time zone, is_active:boolean, title:character varying, description:text, planned_to_leave_on:date, status:character varying, created_by_id:integer, employee_id_id:bigint, modified_by_id:integer, offboarding_employee_id_id:bigint
onboarding_candidatestage|id:bigint, created_at:timestamp with time zone, is_active:boolean, onboarding_end_date:date, sequence:integer, candidate_id_id:bigint, created_by_id:integer, modified_by_id:integer, onboarding_stage_id_id:bigint
onboarding_candidatetask|id:bigint, created_at:timestamp with time zone, is_active:boolean, status:character varying, candidate_id_id:bigint, created_by_id:integer, modified_by_id:integer, onboarding_task_id_id:bigint, stage_id_id:bigint
onboarding_historicalcandidatetask|id:bigint, created_at:timestamp with time zone, is_active:boolean, history_title:character varying, history_description:text, history_highlight:boolean, status:character varying, history_id:integer, history_date:timestamp with time zone, history_change_reason:character varying, history_type:character varying, candidate_id_id:bigint, created_by_id:integer, history_relation_id:bigint, history_user_id:integer, modified_by_id:integer, onboarding_task_id_id:bigint, stage_id_id:bigint
onboarding_historicalcandidatetask_history_tags|id:bigint, historicalcandidatetask_id:integer, audittag_id:bigint
onboarding_onboardingportal|id:bigint, created_at:timestamp with time zone, is_active:boolean, token:character varying, used:boolean, count:integer, profile:character varying, candidate_id_id:bigint, created_by_id:integer, modified_by_id:integer
onboarding_onboardingstage|id:bigint, created_at:timestamp with time zone, is_active:boolean, stage_title:character varying, sequence:integer, is_final_stage:boolean, created_by_id:integer, modified_by_id:integer, recruitment_id_id:bigint
onboarding_onboardingstage_employee_id|id:bigint, onboardingstage_id:bigint, employee_id:bigint
onboarding_onboardingtask|id:bigint, created_at:timestamp with time zone, is_active:boolean, task_title:character varying, created_by_id:integer, modified_by_id:integer, stage_id_id:bigint
onboarding_onboardingtask_candidates|id:bigint, onboardingtask_id:bigint, candidate_id:bigint
onboarding_onboardingtask_employee_id|id:bigint, onboardingtask_id:bigint, employee_id:bigint
payroll_allowance|id:bigint, created_at:timestamp with time zone, is_active:boolean, title:character varying, one_time_date:date, include_active_employees:boolean, is_taxable:boolean, is_condition_based:boolean, field:character varying, condition:character varying, value:character varying, is_fixed:boolean, amount:double precision, based_on:character varying, rate:double precision, per_attendance_fixed_amount:double precision, per_children_fixed_amount:double precision, shift_per_attendance_amount:double precision, amount_per_one_hr:double precision, work_type_per_attendance_amount:double precision, has_max_limit:boolean, maximum_amount:double precision, maximum_unit:character varying, if_choice:character varying, if_condition:character varying, if_amount:double precision, start_range:double precision, end_range:double precision, only_show_under_employee:boolean, is_loan:boolean, company_id_id:bigint, created_by_id:integer, modified_by_id:integer, shift_id_id:bigint, work_type_id_id:bigint
payroll_allowance_exclude_employees|id:bigint, allowance_id:bigint, employee_id:bigint
payroll_allowance_other_conditions|id:bigint, allowance_id:bigint, multiplecondition_id:bigint
payroll_allowance_specific_employees|id:bigint, allowance_id:bigint, employee_id:bigint
payroll_contract|id:bigint, created_at:timestamp with time zone, is_active:boolean, contract_name:character varying, contract_start_date:date, contract_end_date:date, wage_type:character varying, pay_frequency:character varying, wage:double precision, contract_status:character varying, notice_period_in_days:integer, contract_document:character varying, deduct_leave_from_basic_pay:boolean, calculate_daily_leave_amount:boolean, deduction_for_one_leave_amount:double precision, note:text, created_by_id:integer, department_id:bigint, employee_id_id:bigint, filing_status_id:bigint, job_position_id:bigint, job_role_id:bigint, modified_by_id:integer, shift_id:bigint, work_type_id:bigint
payroll_deduction|id:bigint, created_at:timestamp with time zone, is_active:boolean, title:character varying, one_time_date:date, include_active_employees:boolean, is_tax:boolean, is_pretax:boolean, is_condition_based:boolean, field:character varying, condition:character varying, value:character varying, update_compensation:character varying, is_fixed:boolean, amount:double precision, based_on:character varying, rate:double precision, employer_rate:double precision, has_max_limit:boolean, maximum_amount:double precision, maximum_unit:character varying, if_choice:character varying, if_condition:character varying, if_amount:double precision, start_range:double precision, end_range:double precision, only_show_under_employee:boolean, is_installment:boolean, company_id_id:bigint, created_by_id:integer, modified_by_id:integer
payroll_deduction_exclude_employees|id:bigint, deduction_id:bigint, employee_id:bigint
payroll_deduction_other_conditions|id:bigint, deduction_id:bigint, multiplecondition_id:bigint
payroll_deduction_specific_employees|id:bigint, deduction_id:bigint, employee_id:bigint
payroll_encashmentgeneralsettings|id:bigint, bonus_amount:integer, leave_amount:integer
payroll_filingstatus|id:bigint, created_at:timestamp with time zone, is_active:boolean, filing_status:character varying, based_on:character varying, use_py:boolean, python_code:text, description:text, company_id_id:bigint, created_by_id:integer, modified_by_id:integer
payroll_historicalcontract|id:bigint, created_at:timestamp with time zone, is_active:boolean, history_title:character varying, history_description:text, history_highlight:boolean, contract_name:character varying, contract_start_date:date, contract_end_date:date, wage_type:character varying, pay_frequency:character varying, wage:double precision, contract_status:character varying, notice_period_in_days:integer, contract_document:text, deduct_leave_from_basic_pay:boolean, calculate_daily_leave_amount:boolean, deduction_for_one_leave_amount:double precision, note:text, history_id:integer, history_date:timestamp with time zone, history_change_reason:character varying, history_type:character varying, created_by_id:integer, department_id:bigint, employee_id_id:bigint, filing_status_id:bigint, history_relation_id:bigint, history_user_id:integer, job_position_id:bigint, job_role_id:bigint, modified_by_id:integer, shift_id:bigint, work_type_id:bigint
payroll_historicalcontract_history_tags|id:bigint, historicalcontract_id:integer, audittag_id:bigint
payroll_historicalpayslip|id:bigint, created_at:timestamp with time zone, is_active:boolean, history_title:character varying, history_description:text, history_highlight:boolean, group_name:character varying, reference:character varying, start_date:date, end_date:date, pay_head_data:jsonb, contract_wage:double precision, basic_pay:double precision, gross_pay:double precision, deduction:double precision, net_pay:double precision, status:character varying, sent_to_employee:boolean, history_id:integer, history_date:timestamp with time zone, history_change_reason:character varying, history_type:character varying, created_by_id:integer, employee_id_id:bigint, history_relation_id:bigint, history_user_id:integer, modified_by_id:integer
payroll_historicalpayslip_history_tags|id:bigint, historicalpayslip_id:integer, audittag_id:bigint
payroll_loanaccount|id:bigint, created_at:timestamp with time zone, is_active:boolean, type:character varying, title:character varying, loan_amount:double precision, provided_date:date, description:text, is_fixed:boolean, rate:double precision, installment_amount:double precision, installments:integer, installment_start_date:date, apply_on:character varying, settled:boolean, settled_date:timestamp with time zone, allowance_id_id:bigint, asset_id_id:bigint, created_by_id:integer, employee_id_id:bigint, modified_by_id:integer
payroll_loanaccount_deduction_ids|id:bigint, loanaccount_id:bigint, deduction_id:bigint
payroll_multiplecondition|id:bigint, field:character varying, condition:character varying, value:character varying
payroll_overrideattendance|attendance_ptr_id:bigint
payroll_overrideleaverequest|leaverequest_ptr_id:bigint
payroll_payrollgeneralsetting|id:bigint, notice_period:integer, company_id_id:bigint
payroll_payrollsettings|id:bigint, created_at:timestamp with time zone, is_active:boolean, currency_symbol:character varying, position:character varying, company_id_id:bigint, created_by_id:integer, modified_by_id:integer
payroll_payslip|id:bigint, created_at:timestamp with time zone, is_active:boolean, group_name:character varying, reference:character varying, start_date:date, end_date:date, pay_head_data:jsonb, contract_wage:double precision, basic_pay:double precision, gross_pay:double precision, deduction:double precision, net_pay:double precision, status:character varying, sent_to_employee:boolean, created_by_id:integer, employee_id_id:bigint, modified_by_id:integer
payroll_payslip_installment_ids|id:bigint, payslip_id:bigint, deduction_id:bigint
payroll_payslipautogenerate|id:bigint, generate_day:character varying, auto_generate:boolean, company_id_id:bigint
payroll_reimbursement|id:bigint, created_at:timestamp with time zone, is_active:boolean, title:character varying, type:character varying, allowance_on:date, attachment:character varying, ad_to_encash:double precision, cfd_to_encash:double precision, bonus_to_encash:integer, amount:double precision, status:character varying, description:text, allowance_id_id:bigint, approved_by_id:bigint, created_by_id:integer, employee_id_id:bigint, leave_type_id_id:bigint, modified_by_id:integer
payroll_reimbursement_other_attachments|id:bigint, reimbursement_id:bigint, reimbursementmultipleattachment_id:bigint
payroll_reimbursementfile|id:bigint, file:character varying
payroll_reimbursementmultipleattachment|id:bigint, attachment:character varying
payroll_reimbursementrequestcomment|id:bigint, is_active:boolean, comment:text, created_at:timestamp with time zone, created_by_id:integer, employee_id_id:bigint, modified_by_id:integer, request_id_id:bigint
payroll_reimbursementrequestcomment_files|id:bigint, reimbursementrequestcomment_id:bigint, reimbursementfile_id:bigint
payroll_taxbracket|id:bigint, created_at:timestamp with time zone, is_active:boolean, min_income:double precision, max_income:double precision, tax_rate:double precision, created_by_id:integer, filing_status_id_id:bigint, modified_by_id:integer
payroll_workrecord|id:bigint, record_name:character varying, work_record_type:character varying, date:date, at_work:character varying, min_hour:character varying, at_work_second:integer, min_hour_second:integer, note:text, message:character varying, is_attendance_record:boolean, is_leave_record:boolean, day_percentage:double precision, last_update:timestamp with time zone, employee_id_id:bigint
pms_anonymousfeedback|id:bigint, feedback_subject:character varying, based_on:character varying, status:character varying, created_at:date, archive:boolean, anonymous_feedback_id:character varying, feedback_description:text, department_id_id:bigint, employee_id_id:bigint, job_position_id_id:bigint
pms_answer|id:bigint, answer:jsonb, employee_id_id:bigint, feedback_id_id:bigint, question_id_id:bigint
pms_bonuspointsetting|id:bigint, model:character varying, applicable_for:character varying, bonus_for:character varying, field_1:character varying, conditions:character varying, field_2:character varying, points:integer, is_active:boolean
pms_comment|id:bigint, comment:character varying, created_at:timestamp with time zone, employee_id_id:bigint, employee_objective_id_id:bigint
pms_employeebonuspoint|id:bigint, created_at:timestamp with time zone, is_active:boolean, bonus_point:integer, instance:character varying, based_on:character varying, bonus_point_id_id:bigint, created_by_id:integer, employee_id_id:bigint, modified_by_id:integer
pms_employeekeyresult|id:bigint, key_result:character varying, key_result_description:text, progress_type:character varying, status:character varying, created_at:date, updated_at:date, start_value:integer, current_value:integer, target_value:integer, start_date:date, end_date:date, progress_percentage:integer, employee_objective_id_id:bigint, key_result_id_id:bigint
pms_employeeobjective|id:bigint, is_active:boolean, objective:character varying, objective_description:text, created_at:date, updated_at:date, start_date:date, end_date:date, status:character varying, progress_percentage:integer, archive:boolean, created_by_id:integer, employee_id_id:bigint, modified_by_id:integer, objective_id_id:bigint
pms_employeeobjective_key_result_id|id:bigint, employeeobjective_id:bigint, keyresult_id:bigint
pms_feedback|id:bigint, created_at:timestamp with time zone, is_active:boolean, review_cycle:character varying, status:character varying, archive:boolean, start_date:date, end_date:date, cyclic_feedback:boolean, cyclic_feedback_days_count:integer, cyclic_feedback_period:character varying, cyclic_next_start_date:date, cyclic_next_end_date:date, created_by_id:integer, employee_id_id:bigint, manager_id_id:bigint, modified_by_id:integer, question_template_id_id:bigint
pms_feedback_colleague_id|id:bigint, feedback_id:bigint, employee_id:bigint
pms_feedback_employee_key_results_id|id:bigint, feedback_id:bigint, employeekeyresult_id:bigint
pms_feedback_others_id|id:bigint, feedback_id:bigint, employee_id:bigint
pms_feedback_subordinate_id|id:bigint, feedback_id:bigint, employee_id:bigint
pms_historicalcomment|id:bigint, history_title:character varying, history_description:text, history_highlight:boolean, created_at:timestamp with time zone, history_id:integer, history_date:timestamp with time zone, history_change_reason:character varying, history_type:character varying, employee_id_id:bigint, employee_objective_id_id:bigint, history_user_id:integer
pms_historicalcomment_history_tags|id:bigint, historicalcomment_id:integer, audittag_id:bigint
pms_historicalemployeekeyresult|id:bigint, history_title:character varying, history_description:text, history_highlight:boolean, key_result:character varying, key_result_description:text, progress_type:character varying, status:character varying, created_at:date, updated_at:date, start_value:integer, current_value:integer, target_value:integer, start_date:date, end_date:date, progress_percentage:integer, history_id:integer, history_date:timestamp with time zone, history_change_reason:character varying, history_type:character varying, employee_objective_id_id:bigint, history_user_id:integer, key_result_id_id:bigint
pms_historicalemployeekeyresult_history_tags|id:bigint, historicalemployeekeyresult_id:integer, audittag_id:bigint
pms_historicalemployeeobjective|id:bigint, is_active:boolean, history_title:character varying, history_description:text, history_highlight:boolean, objective:character varying, objective_description:text, created_at:date, updated_at:date, start_date:date, end_date:date, status:character varying, progress_percentage:integer, archive:boolean, history_id:integer, history_date:timestamp with time zone, history_change_reason:character varying, history_type:character varying, created_by_id:integer, employee_id_id:bigint, history_relation_id:bigint, history_user_id:integer, modified_by_id:integer, objective_id_id:bigint
pms_historicalemployeeobjective_history_tags|id:bigint, historicalemployeeobjective_id:integer, audittag_id:bigint
pms_historicalkeyresult|id:bigint, created_at:timestamp with time zone, is_active:boolean, history_title:character varying, history_description:text, history_highlight:boolean, title:character varying, description:text, progress_type:character varying, target_value:integer, duration:integer, archive:boolean, history_id:integer, history_date:timestamp with time zone, history_change_reason:character varying, history_type:character varying, company_id_id:bigint, created_by_id:integer, history_user_id:integer, modified_by_id:integer
pms_historicalkeyresult_history_tags|id:bigint, historicalkeyresult_id:integer, audittag_id:bigint
pms_historicalobjective|id:bigint, created_at:timestamp with time zone, is_active:boolean, history_title:character varying, history_description:text, history_highlight:boolean, title:character varying, description:text, duration_unit:character varying, duration:integer, add_assignees:boolean, archive:boolean, self_employee_progress_update:boolean, history_id:integer, history_date:timestamp with time zone, history_change_reason:character varying, history_type:character varying, company_id_id:bigint, created_by_id:integer, history_user_id:integer, modified_by_id:integer
pms_historicalobjective_history_tags|id:bigint, historicalobjective_id:integer, audittag_id:bigint
pms_keyresult|id:bigint, created_at:timestamp with time zone, is_active:boolean, title:character varying, description:text, progress_type:character varying, target_value:integer, duration:integer, archive:boolean, company_id_id:bigint, created_by_id:integer, modified_by_id:integer
pms_keyresultfeedback|id:bigint, answer:jsonb, employee_id_id:bigint, feedback_id_id:bigint, key_result_id_id:bigint
pms_meetings|id:bigint, created_at:timestamp with time zone, is_active:boolean, title:character varying, date:timestamp with time zone, response:text, show_response:boolean, created_by_id:integer, modified_by_id:integer, question_template_id:bigint
pms_meetings_answer_employees|id:bigint, meetings_id:bigint, employee_id:bigint
pms_meetings_employee_id|id:bigint, meetings_id:bigint, employee_id:bigint
pms_meetings_manager|id:bigint, meetings_id:bigint, employee_id:bigint
pms_meetingsanswer|id:bigint, answer:jsonb, employee_id_id:bigint, meeting_id_id:bigint, question_id_id:bigint
pms_objective|id:bigint, created_at:timestamp with time zone, is_active:boolean, title:character varying, description:text, duration_unit:character varying, duration:integer, add_assignees:boolean, archive:boolean, self_employee_progress_update:boolean, company_id_id:bigint, created_by_id:integer, modified_by_id:integer
pms_objective_assignees|id:bigint, objective_id:bigint, employee_id:bigint
pms_objective_key_result_id|id:bigint, objective_id:bigint, keyresult_id:bigint
pms_objective_managers|id:bigint, objective_id:bigint, employee_id:bigint
pms_period|id:bigint, created_at:timestamp with time zone, is_active:boolean, period_name:character varying, start_date:date, end_date:date, created_by_id:integer, modified_by_id:integer
pms_period_company_id|id:bigint, period_id:bigint, company_id:bigint
pms_question|id:bigint, created_at:timestamp with time zone, is_active:boolean, question:character varying, question_type:character varying, created_by_id:integer, modified_by_id:integer, template_id_id:bigint
pms_questionoptions|id:bigint, created_at:timestamp with time zone, is_active:boolean, option_a:character varying, option_b:character varying, option_c:character varying, option_d:character varying, created_by_id:integer, modified_by_id:integer, question_id_id:bigint
pms_questiontemplate|id:bigint, created_at:timestamp with time zone, is_active:boolean, question_template:character varying, created_by_id:integer, modified_by_id:integer
pms_questiontemplate_company_id|id:bigint, questiontemplate_id:bigint, company_id:bigint
project_project|id:bigint, created_at:timestamp with time zone, is_active:boolean, title:character varying, status:character varying, start_date:date, end_date:date, document:character varying, description:text, created_by_id:integer, modified_by_id:integer
project_project_managers|id:bigint, project_id:bigint, employee_id:bigint
project_project_members|id:bigint, project_id:bigint, employee_id:bigint
project_projectstage|id:bigint, created_at:timestamp with time zone, is_active:boolean, title:character varying, sequence:integer, is_end_stage:boolean, created_by_id:integer, modified_by_id:integer, project_id:bigint
project_task|id:bigint, created_at:timestamp with time zone, is_active:boolean, title:character varying, status:character varying, start_date:date, end_date:date, document:character varying, description:text, sequence:integer, created_by_id:integer, modified_by_id:integer, project_id:bigint, stage_id:bigint
project_task_task_managers|id:bigint, task_id:bigint, employee_id:bigint
project_task_task_members|id:bigint, task_id:bigint, employee_id:bigint
project_timesheet|id:bigint, created_at:timestamp with time zone, is_active:boolean, date:date, time_spent:character varying, status:character varying, description:text, created_by_id:integer, employee_id_id:bigint, modified_by_id:integer, project_id_id:bigint, task_id_id:bigint
recruitment_candidate|id:bigint, created_at:timestamp with time zone, is_active:boolean, name:character varying, profile:character varying, portfolio:character varying, schedule_date:timestamp with time zone, email:character varying, mobile:character varying, resume:character varying, address:text, country:character varying, dob:date, state:character varying, city:character varying, zip:character varying, gender:character varying, source:character varying, start_onboard:boolean, hired:boolean, canceled:boolean, converted:boolean, joining_date:date, sequence:integer, probation_end:date, offer_letter_status:character varying, last_updated:date, hired_date:date, converted_employee_id_id:bigint, created_by_id:integer, job_position_id_id:bigint, modified_by_id:integer, recruitment_id_id:bigint, referral_id:bigint, stage_id_id:bigint
recruitment_candidatedocument|id:bigint, created_at:timestamp with time zone, is_active:boolean, title:character varying, document:character varying, status:character varying, reject_reason:text, candidate_id_id:bigint, created_by_id:integer, document_request_id_id:bigint, modified_by_id:integer
recruitment_candidatedocumentrequest|id:bigint, created_at:timestamp with time zone, is_active:boolean, title:character varying, format:character varying, max_size:integer, description:text, created_by_id:integer, modified_by_id:integer
recruitment_candidatedocumentrequest_candidate_id|id:bigint, candidatedocumentrequest_id:bigint, candidate_id:bigint
recruitment_candidaterating|id:bigint, created_at:timestamp with time zone, is_active:boolean, rating:integer, candidate_id_id:bigint, created_by_id:integer, employee_id_id:bigint, modified_by_id:integer
recruitment_historicalcandidate|id:bigint, created_at:timestamp with time zone, is_active:boolean, history_title:character varying, history_description:text, history_highlight:boolean, name:character varying, profile:text, portfolio:character varying, schedule_date:timestamp with time zone, email:character varying, mobile:character varying, resume:text, address:text, country:character varying, dob:date, state:character varying, city:character varying, zip:character varying, gender:character varying, source:character varying, start_onboard:boolean, hired:boolean, canceled:boolean, converted:boolean, joining_date:date, sequence:integer, probation_end:date, offer_letter_status:character varying, last_updated:date, hired_date:date, history_id:integer, history_date:timestamp with time zone, history_change_reason:character varying, history_type:character varying, converted_employee_id_id:bigint, created_by_id:integer, history_relation_id:bigint, history_user_id:integer, job_position_id_id:bigint, modified_by_id:integer, recruitment_id_id:bigint, referral_id:bigint, stage_id_id:bigint
recruitment_historicalcandidate_history_tags|id:bigint, historicalcandidate_id:integer, audittag_id:bigint
recruitment_historicalrejectedcandidate|id:bigint, created_at:timestamp with time zone, is_active:boolean, history_title:character varying, history_description:text, history_highlight:boolean, description:text, history_id:integer, history_date:timestamp with time zone, history_change_reason:character varying, history_type:character varying, candidate_id_id:bigint, created_by_id:integer, history_relation_id:bigint, history_user_id:integer, modified_by_id:integer
